Respondent ID,Collector ID,Start Date,End Date,IP Address,Latitude,Longitude,What is your relationship to the Township?,,,,,In what section of the township do you live?,How many years have you lived in the Township?,,,,,,What are the ages of those living in your house? Check all that apply.,,,,,,,Where do members of your household work? Check all that apply.,,,,,,,,,,,,,What are the top two reasons you live in the Township?,,,,,,,,,Do you rent or own your home? ,Is farming your family's primary source of income?,"If you are a farmer, how many acres do you own?",How many acres do you own?,How likely are you to sell your property in the next 12 months,The Township needs more of which type(s) of housing units? Check all that apply.,,,,,,,Would You Consider Yourself: ,Which type(s) of commercial development would you like to see in the Township? Check all that apply.,,,,,,,,Which type(s) of job-creating employment opportunities would you like to see in the Township? Check all that apply. ,,,,,,,What are methods of encouraging businesses/industry you would support?,,,,,,,Would you like to see more public parkland in the Township?,How important is it to use land use planning and zoning in the following manner:,,,,,Do you feel the following services are needed or should be improved? Check all that apply.,,,,,,,,Items for which you would support an additional tax. Check all that apply. ,,,,,,,,,,Which type of tax would you support for such services? ,,"In your opinion, is it important to work with adjacent communities to coordinate growth?",Do you think a bike path system should be strategically created for recreation and possibly commuting purposes in the Township?,,Please feel free to comment on issues affecting the Township that are not addressed in this survey.
118213033412,447972561,2023-01-05 00:30:57,2023-01-05 00:38:59,172.56.20.39,36.1622767,-86.7742984,I live in Etna Township,,,,,2 (NW),0 - 4 Years,,,,,,,,,,,,66+ Years Old,,,,,,,,,,,,Retired,,Quiet for Retirement,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,99,,,,,Accessory Dwelling Units,Senior/Assisted Living,,Pro Limited Growth,,,Rural Home Occupations,,,,,"Grocery, ",,Light Manufacturing,,Office/Service,,,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,Central Water,Central Sewer,Recycling,,Natural Gas,,,,Fire Station Facility,,,Provide Social Services For All Ages,Improve Police Protection,,,,Income (in association with Joint Economic Development District),,Very important,Maybe (please specify),Usually not used a lot ,The Trustees need to work for the residents and the Township 
118213026260,447972561,2023-01-05 00:00:44,2023-01-05 00:15:34,174.96.168.27,39.9622601,-83.0007065,I live in Etna Township,,,,,5 (SE),,,,,Over 40 Years,,,,,,,,66+ Years Old,,,,,,,,,,,,Retired,,,,,,,,,,Moved here in 78 when it was a quiet community,Own,No - we have other occupations.,,,97,,,Single Family,,,,,Pro Limited Growth,,,,,,,,Eat in resteraunt,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Somewhat,Very,Very,Very,,,,,Recycling,,,,,,,Improve Emergency Services,,,Improve Police Protection,,,,Bond Issue for Facilities,,Very important,No,,"We are becoming surrounded by warehouses and destroying our community.  With all the construction and truck traffic, we need a noise barrier/privacy wall!!  All this growth has destroyed our community."
118213004155,448603621,2023-01-04 23:06:09,2023-01-04 23:23:01,71.213.42.115,40.75839,-82.5154471,I live in Etna Township,,,,,3 (SW),,,,20 - 39 Years,,,,,,,,45 - 65 Years Old,66+ Years Old,,,,,,,,,,,,Retired,,,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,93,,Farm House/Large Lot,,,,,,Pro Limited Growth,,,,,,,,Fitness/recreation ,,,,,Recreation/Resort Activity,,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,,,,,Recycling,,,,,,,Improve Emergency Services,Improve Schools,,,,,,None of the above,,Very important,Yes,,
118212993211,447972561,2023-01-04 22:41:42,2023-01-04 22:49:10,75.185.27.139,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,5 - 9 Years,,,,,,,,,,45 - 65 Years Old,,,,,,,,,,,Elsewhere in Licking County,,,,,Access to Employment,,,,Lack of Congestion,,,,Own,No - we have other occupations.,,< 2 Acres,85,,Farm House/Large Lot,Single Family,,,Senior/Assisted Living,,Pro Limited Growth,,Strip Shopping Areas,Rural Home Occupations,,,,,,,,,Office/Service,Recreation/Resort Activity,,,,Tax Reductions,,Job Training,Business Centers,Industrial Park,,Yes,Somewhat,Very,Very,Somewhat,Very,,,Central Water,Central Sewer,Recycling,,,,,,,,,,,,,"All....but, it depends on RTI.",Other (please specify),"All, but depends on RTI. Return on investment ",Very important,Yes,,
118212987896,447972561,2023-01-04 22:31:18,2023-01-04 22:37:08,174.96.170.194,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,,,,Over 40 Years,,,,13 - 18 Years Old,,26 - 44 Years Old,45 - 65 Years Old,,,,,,,,,,,,Elsewhere in Franklin County,,,,,,,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,Single Family,,,,,Pro Limited Growth,,,Rural Home Occupations,,,,,,,,,,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,,,,,Job Training,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,Central Water,Central Sewer,,,Natural Gas,,None of the above,,,,,,,,,,None of the above,,Very important,Yes,,
118212981431,447972561,2023-01-04 22:16:31,2023-01-04 22:24:53,74.132.170.127,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,,10 - 19 Years,,,,,6 - 12 Years Old,,,,45 - 65 Years Old,,,Reynoldsburg,,,,,,,,,,,,,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,0,,Farm House/Large Lot,Single Family,,,,,Pro Limited Growth,,,Rural Home Occupations,,,,,,,,,,Recreation/Resort Activity,,,,Tax Reductions,,,,,,Yes,Very,Very,Somewhat,Somewhat,Very,,Broadband Internet,,,,,,,,,,,Improve Schools,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Somewhat important,Yes,,Don’t understand how warehouses improve property value but upscale homes do not. We have enough warehouses now build restaurants. 
118212979349,447972561,2023-01-04 22:01:04,2023-01-04 22:24:04,15.181.147.145,39.0300191,-77.46964647,I live in Etna Township,,,,,3 (SW),,,,20 - 39 Years,,,,,,,,45 - 65 Years Old,66+ Years Old,Etna Township,,,,,,,,,,,,,,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,0 - 5 Acres,3 - 5 Acres,0,,Farm House/Large Lot,,,,,,Pro Limited Growth,,,Rural Home Occupations,Neighborhood Commercial,,,,,,Light Manufacturing,,,,Maintain Current Farming and Agricultural Base,,,,Relaxed Zoning,,,,,Yes,,,,Very,Very,,Broadband Internet,,,,,,,None of the above,,,,,,,,,,,,Somewhat important,No,,"Too much growth too fast. We should try to remain a rural community, not warehouses and gas stations everywhere. Keep the warehouses away from the residential areas. We have a corporate park, use it!"
118212965111,447972561,2023-01-04 21:45:55,2023-01-04 21:55:07,15.181.147.170,39.0300191,-77.46964647,I live in Etna Township,,,,,5 (SE),,,,20 - 39 Years,,,,,,,,45 - 65 Years Old,66+ Years Old,Etna Township,,,,,,,,,,,Retired,,,,Friendliness,Cleanliness,School System,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,3 - 5 Acres,100,,Farm House/Large Lot,,,Accessory Dwelling Units,Senior/Assisted Living,,Pro Limited Growth,,,Rural Home Occupations,,Agri-Business,Manufacturing,,,,Light Manufacturing,,,,Maintain Current Farming and Agricultural Base,,,Tax Reductions,,,,Industrial Park,,,Somewhat,Somewhat,Somewhat,Somewhat,Not,,Broadband Internet,,,,Adopt-A-Highway,,,None of the above,,,,,,,,,,None of the above,,Somewhat important,No,,"I don't believe this plan will take into consideration what the people want. It is already made and this survey is like an after thought. The survey, and the plan, are just going to be used to run over the property rights of the people who have lived here the longest. I hope I am wrong"
118212948481,447972561,2023-01-04 21:14:59,2023-01-04 21:30:56,24.208.131.83,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,10 - 19 Years,,,,,,,,,45 - 65 Years Old,66+ Years Old,Etna Township,,,,,,,,,,,Retired,,Quiet for Retirement,,,,,,,,Near family and friends,Own,No - we have other occupations.,,< 2 Acres,100,None of the above,,,,,,,Pro Limited Growth,,,,,,,,"Grocery, Restaurants.",,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,,,Recycling,,,,None of the above,,,,,,,,,,None of the above,,Somewhat important,No,,"The children, sorry the trusties that are hurting the Township, that lied to get elected, need to go.  Not helping those of us that live here at all."
118212923818,447972561,2023-01-04 18:56:24,2023-01-04 20:52:29,24.208.132.245,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,,,Over 40 Years,,,,,,,45 - 65 Years Old,,,Reynoldsburg,,,,,Columbus,,,,,,,,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,,,,Senior/Assisted Living,,Pro Limited Growth,,,,,Agri-Business,,,,,,,,,Maintain Current Farming and Agricultural Base,,None of the above,,,,,,,Yes,Somewhat,Very,Very,Very,Very,,,,,Recycling,,,,,,Fire Station Facility,Improve Emergency Services,,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Very important,Yes,,
118212903538,447972561,2023-01-04 20:13:44,2023-01-04 20:21:26,75.185.18.21,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,10 - 19 Years,,,,0 - 5 Years Old,,,19 - 25 Years Old,,45 - 65 Years Old,,,,,,,Pataskala,Columbus,,,,,,,,,,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,50,,Farm House/Large Lot,,,,,,Pro Limited Growth,,,,,Agri-Business,,,,None of the above,,,,,,,,Tax Reductions,,,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,Central Water,Central Sewer,Recycling,Adopt-A-Highway,Natural Gas,,,,Fire Station Facility,Improve Emergency Services,Improve Schools,Provide Social Services For All Ages,Improve Police Protection,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Very important,No,,
118212902926,447972561,2023-01-04 20:14:36,2023-01-04 20:20:39,76.181.119.246,39.9955726,-82.6742373,I live in Etna Township,,,,,4 (NE),0 - 4 Years,,,,,,,,,,,45 - 65 Years Old,,,,,,,,Columbus,New Albany,,,,,,Quiet for Retirement,,,,,Lack of Congestion,,,,Own,No - we have other occupations.,,< 2 Acres,3,None of the above,,,,,,,Pro Growth,,,,,Agri-Business,,,,None of the above,,,,,,,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,,,Central Water,Central Sewer,,,,,,,,,,Provide Social Services For All Ages,Improve Police Protection,Central Water and Sewer Facilities,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Somewhat important,No,,
118212898249,447972561,2023-01-04 20:04:10,2023-01-04 20:09:48,75.188.224.64,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,,10 - 19 Years,,,,,6 - 12 Years Old,,,26 - 44 Years Old,,,Etna Township,,,,,,,,,,,,,,,,,School System,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,0,,Farm House/Large Lot,Single Family,,,,Gated Communities,Pro Limited Growth,,,Rural Home Occupations,,,,,,None of the above,,,,,,,None of the above,,,,,,,Yes,Not,Not,Very,Very,Very,,Broadband Internet,Central Water,Central Sewer,,,,,,,,,Improve Schools,,,,Improve/Provide Parks and Recreation Facilities,,None of the above,,Don't Know,Yes,,"Trustees are not willing to do anything that’s not in their personal agenda. They don’t care about the township, residents, growth, etc. To them it’s a game and nothing will change until they can all grow up!"
118212889818,447972561,2023-01-04 19:45:23,2023-01-04 19:50:29,174.105.242.60,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,,,,Over 40 Years,,,,,,,45 - 65 Years Old,,,,,,,,Columbus,,,,,,,,,,,,,,My Family has Lived Here for Generations,,Own,No - we have other occupations.,,< 2 Acres,100,,,Single Family,,,,,Pro Limited Growth,,,,,,,,,None of the above,,,,,,,,Tax Reductions,,,,,,Yes,Very,Very,Very,Somewhat,,,Broadband Internet,Central Water,Central Sewer,Recycling,,,,,,,,,,,,,,,,,Yes,,
118212879995,447972561,2023-01-04 19:18:48,2023-01-04 19:27:55,174.96.165.210,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,5 - 9 Years,,,,,,,13 - 18 Years Old,,,45 - 65 Years Old,,,,,,,,Columbus,,,,,,,,,Friendliness,,,,,,Affordable ,Own,No - we have other occupations.,,< 2 Acres,100,None of the above,,,,,,,Pro Limited Growth,,,,Neighborhood Commercial,,,,,,,,,Recreation/Resort Activity,,,,Tax Reductions,,,,,,No,Somewhat,Very,Somewhat,Very,Very,,Broadband Internet,,,Recycling,Adopt-A-Highway,,,,Recycling,,,,,Improve Police Protection,,,I,Income (in association with Joint Economic Development District),,Very important,Yes,,Thank you
118212879210,447972561,2023-01-04 18:47:44,2023-01-04 19:25:26,75.188.211.45,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,10 - 19 Years,,,,,6 - 12 Years Old,13 - 18 Years Old,,,45 - 65 Years Old,,,Reynoldsburg,,,,,Columbus,,,,,,,,,,,,,,,Was for the rural atmosphere but with all these warehouses it makes me want to move farther out,Own,No - we have other occupations.,,< 2 Acres,76,,,,,,,Gated Communities,Pro Limited Growth,,,,,,,,Indoor Athletic facility with indoor/outdoor pool,,,,,Recreation/Resort Activity,,,,,,Job Training,,,,Yes,Very,Very,Very,Very,Very,,Broadband Internet,,,,Adopt-A-Highway,,,,,Fire Station Facility,Improve Emergency Services,Improve Schools,Provide Social Services For All Ages,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Property Tax Levy,,Very important,Yes,,Trustees need to work together instead of against each other. They are to represent our community and I don’t see it.
118212877149,447972561,2023-01-04 18:44:39,2023-01-04 19:19:24,76.181.249.86,39.9622601,-83.0007065,I live in Etna Township,,Own a business in the Township,,,4 (NE),,,,20 - 39 Years,,,,,,,,,66+ Years Old,Etna Township,,,,,,,,,,,Retired,,Quiet for Retirement,,,,,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,,,,,,Pro Limited Growth,,,,Neighborhood Commercial,,,Logistics & Warehousing,,,,,,,,a few nice eat in restraunts,,Tax Reductions,,Job Training,,Industrial Park,,No,Very,Not,Very,Somewhat,Very,,Broadband Internet,Central Water,Central Sewer,Recycling,,Natural Gas,,None of the above,,,,,,,,,,None of the above,,Not important,No,,The Township is self supporting financially as long as the trustees don't blow the funds just because it's there. Or give it away to make themselves feel important to other townships.They and the fiscal officer needs to learn to be frugal. 
118212876690,447972561,2023-01-04 19:13:44,2023-01-04 19:19:12,75.188.92.31,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,5 - 9 Years,,,,,0 - 5 Years Old,6 - 12 Years Old,,,26 - 44 Years Old,,,,,,,,,Columbus,,,,,,,,,,,School System,Lack of Congestion,,,,Own,No - we have other occupations.,,< 2 Acres,50,,,Single Family,Townhome/Condo,,,,Pro Growth,,Strip Shopping Areas,,,,,,,,,,Office/Service,,,,,,,Job Training,Business Centers,,,Yes,Somewhat,Very,Somewhat,Not,Very,,Broadband Internet,,,,,Natural Gas,,,Recycling,Fire Station Facility,,Improve Schools,,,,Improve/Provide Parks and Recreation Facilities,,Income (in association with Joint Economic Development District),,Very important,Yes,,Stop with the warehouses and farms and republicans
118212872538,447972561,2023-01-04 19:05:17,2023-01-04 19:10:36,76.181.232.114,39.9622601,-83.0007065,I live in Etna Township,,,,,4 (NE),0 - 4 Years,,,,,,0 - 5 Years Old,6 - 12 Years Old,,,26 - 44 Years Old,,66+ Years Old,,Reynoldsburg,,,,,Columbus,,,,,,,,,,,,Lack of Congestion,,,,Own,No - we have other occupations.,,< 2 Acres,98,,Farm House/Large Lot,Single Family,,,Senior/Assisted Living,,Pro Limited Growth,,Strip Shopping Areas,,Neighborhood Commercial,,,,,,,,,,,Small businesses ,,,,,Business Centers,,,Yes,Not,Not,Somewhat,Very,Very,,,,,,,Natural Gas,,,,Fire Station Facility,,,,,,,,Bond Issue for Facilities,,Very important,Maybe (please specify),Must connect to other communities as well as Pataskala ,
118212872354,447972561,2023-01-04 18:55:37,2023-01-04 19:08:54,104.230.231.26,39.9622601,-83.0007065,I live in Etna Township,,,,,2 (NW),,,10 - 19 Years,,,,0 - 5 Years Old,6 - 12 Years Old,,,26 - 44 Years Old,,,,,,,,,Columbus,,,,,,,,Access to Employment,,,School System,Lack of Congestion,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,5,,Farm House/Large Lot,Single Family,,,,,Pro Limited Growth,,,Rural Home Occupations,Neighborhood Commercial,,,,,,,,,,Maintain Current Farming and Agricultural Base,A few Small shops and restaurants,None of the above,,,,,,,Yes,Very,Very,Very,Very,Very,None of the above,,,,,,,,,,Fire Station Facility,Improve Emergency Services,,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Bond Issue for Facilities,,Somewhat important,Yes,,
118212872269,447972561,2023-01-04 18:58:21,2023-01-04 19:08:09,172.56.20.49,36.1622767,-86.7742984,I live in Etna Township,,,,,4 (NE),,,10 - 19 Years,,,,,,13 - 18 Years Old,19 - 25 Years Old,,45 - 65 Years Old,,Etna Township,,,,,Pataskala,,,,,,,,,,,,,Lack of Congestion,,,"Size of home desired, price, and good area in relation to other parents home (divorced family)",Own,No - we have other occupations.,,< 2 Acres,95,,Farm House/Large Lot,,,,,,Pro Limited Growth,,,,,,,,Sit down restaurants ,,,,Office/Service,Recreation/Resort Activity,,,,,,,,,,Yes,Somewhat,Somewhat,Somewhat,Very,Somewhat,,Broadband Internet,,,,,,,,,,Improve Emergency Services,,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,,,Don't Know,Maybe (please specify),Don’t really know ,
118212870505,447972561,2023-01-04 18:57:26,2023-01-04 19:06:26,174.96.161.63,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,,,20 - 39 Years,,,,,,,,,66+ Years Old,,,,,,,,,,,,Retired,,Quiet for Retirement,,,,,,Rural Atmosphere,,,Own,,,< 2 Acres,100,None of the above,,,,,,,Pro Limited Growth,,,Rural Home Occupations,Neighborhood Commercial,,,,,,Light Manufacturing,,,,Maintain Current Farming and Agricultural Base,,,Tax Reductions,,,,,,Yes,Very,Somewhat,Very,Very,Very,,Broadband Internet,,,,,Natural Gas,,,,,Improve Emergency Services,,,Improve Police Protection,,Improve/Provide Parks and Recreation Facilities,,Income (in association with Joint Economic Development District),,Somewhat important,Maybe (please specify),Don't know if it is totally necessary ,Trustees need to ALL work together to improve our community. 
118212869734,447972561,2023-01-04 18:51:31,2023-01-04 19:03:29,174.96.161.76,39.9622601,-83.0007065,I live in Etna Township,,,,,3 (SW),,5 - 9 Years,,,,,,,,,,45 - 65 Years Old,,Etna Township,,,,,,,,,,,,,,,Friendliness,,,,Rural Atmosphere,,,Own,No - we have other occupations.,,< 2 Acres,100,,Farm House/Large Lot,Single Family,,,Senior/Assisted Living,,Pro Limited Growth,,,,,Agri-Business,Manufacturing,,Centralized shopping and services,,Light Manufacturing,,Office/Service,Recreation/Resort Activity,Maintain Current Farming and Agricultural Base,"Medical, restaurant",,,,,Business Centers,,"With the demand, should need incentives",No,Somewhat,Somewhat,Somewhat,Very,Very,,Broadband Internet,,,,,,Integrated pedestrian and bike paths,,,,,,,,,,The commercial coming in should be paying towards needed services for the residents,Income (in association with Joint Economic Development District),,Very important,Yes,,We had a referendum overwhelmingly won indicating we want to follow the comprehensive plan we had in place. The township just follow the will of the residents. No more warehouses/distribution. Limit commercial to specific areas and not adjacent to residential impacting quality of life. This is all a wast of time if the board doesn’t follow the comprehensive plan. Bike paths should interconnect with neighboring communities. A rural feel with design standards needs to be implemented. 
